,temp,humidity,dew,wind,rain,solar_rad,pressure
2/17/2001,11.77,55.4,1.18,1.95,0,18.86,96.93
2/18/2001,12.92,46.82,-0.41,1.97,0,18.76,97.04
2/19/2001,12.57,54.32,2.18,1.33,0.01,19.18,96.88
2/20/2001,14.51,39.23,-1.17,3.19,0,16.92,96.81
2/21/2001,16.28,37.4,-0.28,2.55,0.01,13.06,96.89
2/22/2001,16.91,41.92,2.89,1.54,0.43,12.04,96.77
2/23/2001,15.01,62.36,6.98,2.9,0.01,16.77,96.23
2/24/2001,12.15,73.38,6.7,1.93,0.19,17.76,95.97
2/25/2001,11.37,71.19,5.07,1.32,0.04,15.6,96.12
2/26/2001,11.36,73.88,6.09,1.55,0.27,14.28,96.35
2/27/2001,11.25,71.91,5.51,1.9,0.2,18.79,96.56
2/28/2001,10.65,69.72,4.23,1.63,0.05,20.77,96.52
3/1/2001,15.26,55.12,5.41,2.9,0,20.17,96.18
3/2/2001,18.52,49.78,7.16,6.98,1.32,19.88,95.88
3/3/2001,15.45,67.76,8.82,4.56,0.2,20.06,96.31
3/4/2001,16.48,54.06,5.62,3.15,0,21.1,96.25
3/5/2001,19.82,44.88,6,2.59,0.01,17.33,96.29
3/6/2001,22.17,39.17,5.59,3.75,0,21.45,96.56
3/7/2001,14.94,66.3,8.36,2.49,13.24,12.59,96.92
3/8/2001,14.29,66.43,6.45,1.8,0.14,21.33,97.04
3/9/2001,15.2,61.5,6.5,2.45,0,22.68,97.06
3/10/2001,18.45,54.58,7.09,2.13,0,22.98,96.87
3/11/2001,20.93,40.69,4.18,2.28,0,23,96.69
3/12/2001,19.66,46.71,5.5,3.01,0,21.81,96.56
3/13/2001,17.66,61.33,8.56,3.81,0.03,21.94,96.53
3/14/2001,18.84,52.51,6.94,2.2,0,19.45,96.1
3/15/2001,17.5,60.8,8.89,2.13,0,22.66,95.96
3/16/2001,14.79,65.9,7.62,2.44,0.01,21.96,96.4
3/17/2001,14.68,68.35,7.59,2.29,0,17.28,96.34
3/18/2001,15.12,64.98,7.24,2.72,0,24.01,96.46
3/19/2001,17.79,55.5,6.53,1.83,0,23.99,96.54
3/20/2001,20.84,46.6,7.09,1.84,0,23.99,96.73
3/21/2001,21.98,43.32,7.09,1.76,0,22.95,96.7
3/22/2001,23.56,32.58,3.14,2.23,0,24.81,96.35
3/23/2001,22.79,32.66,1.24,3.82,0,24.13,95.99
3/24/2001,17.56,66.96,10.04,2.92,0,24.51,96.24
3/25/2001,14.42,69.62,8.2,2.81,0.17,22.02,96.39
3/26/2001,14.53,67.13,7.07,2.27,0.05,25.68,96.44
3/27/2001,14.84,68.71,8.1,2.55,1.18,22.68,96.28
3/28/2001,13.49,73.87,8.21,2.97,1.53,16.39,96.72
3/29/2001,14.32,64.52,6.2,3.46,0.02,25.93,97.24
3/30/2001,17.1,55.59,5.95,3.6,0,26.25,96.89
3/31/2001,19.59,48.26,5.23,1.94,0,24.51,96.43
4/1/2001,21.43,40.39,4.91,2.62,0,24.76,96.49
4/2/2001,18.7,59.54,9.3,2.4,0,21.66,96.81
4/3/2001,17.32,66.23,9.7,3.38,0,18.5,96.79
4/4/2001,16.63,61.2,6.91,3.48,0,25.43,96.99
4/5/2001,18.74,59.21,8.49,3.51,0,26.71,97.01
4/6/2001,19.74,62.11,10.35,2.75,0,26.64,97.09
4/7/2001,19.29,58.85,9.08,3.76,0,26.89,97.12
4/8/2001,17.67,49.22,3.36,4.03,0,27.6,97.04
4/9/2001,20.58,44.71,5.05,2.65,0,27.35,96.73
4/10/2001,22.59,35.38,3.94,1.88,0,27.66,96.63
4/11/2001,22.59,32.88,2.55,2.08,0,27.73,96.56
4/12/2001,23.57,28.24,1.09,1.95,0,28.01,96.33
4/13/2001,23.76,29.45,1.93,2.52,0,27.1,96.06
4/14/2001,19.26,43.27,3.17,2.79,0,28.42,96.07
4/15/2001,20.96,32.69,0.46,1.74,0,29.13,96.28
4/16/2001,21.56,29.35,-0.74,1.97,0,29.11,96.49
4/17/2001,18.68,41.98,3.91,2.61,0,26.87,96.32
4/18/2001,16.84,58.41,6.53,3.36,0,28.09,95.88
4/19/2001,15.95,66.74,8.87,3.6,0.28,9.63,95.73
4/20/2001,14.98,60.73,6.76,3.24,0.3,19.08,96.28
4/21/2001,15.47,54.19,4.7,2.36,0,25.54,96.43
4/22/2001,17.12,54.16,4.75,3.92,0,27.93,96.29
4/23/2001,17.9,54.4,5.39,2.2,0,29.16,96.33
4/24/2001,19.1,58.38,9.3,2.92,0,22.31,96.54
4/25/2001,20.16,55.22,9.68,3.73,0,26.37,96.62
4/26/2001,20.08,48.98,6.72,3,0,28.05,96.62
4/27/2001,17.89,54.16,6.36,3.28,0,29.37,96.78
4/28/2001,17.95,52.11,4.48,3.05,0,30.16,96.39
4/29/2001,17.56,62.22,8.86,3.64,0,25.77,96.09
4/30/2001,15.19,54.01,4.44,4.88,0,12.42,96.32
5/1/2001,13.8,54.29,2.7,3.32,0,30.82,96.4
5/2/2001,14.81,50.79,2.7,2.98,0,30.52,96.52
5/3/2001,13.82,62.92,6.23,3.73,0.98,24.01,96.39
5/4/2001,15.56,59.46,6.39,2.91,0.35,28.96,96.42
5/5/2001,16.7,56.98,5.98,2.75,0,29.95,96.47
5/6/2001,16.43,58.47,6.43,2.92,0,27.12,96.57
5/7/2001,15.97,55.6,5.31,2.93,0,30.57,96.55
5/8/2001,15.48,58.68,5.72,2.95,0,24.22,96.4
5/9/2001,15.17,56.01,5.16,2.7,0,19.13,96.47
5/10/2001,17.39,50.77,5.58,2.36,0,30.39,96.63
5/11/2001,18.99,51.15,6.33,2.79,0,30.48,96.48
5/12/2001,19.62,52.07,7.03,2.48,0,30.9,96.54
5/13/2001,19.64,56.56,9.15,2.75,0,30.74,96.44
5/14/2001,20.11,53.25,8.31,2.56,0,29.77,96.36
5/15/2001,20.9,50,8.3,2.9,0,28.84,96.27
5/16/2001,22.57,53.43,11.07,2.76,0,25.38,96.17
5/17/2001,24.21,49.29,11.33,3.23,0,25.08,96.17
5/18/2001,20.65,59.94,11.4,2.93,0.01,19.75,96.33
5/19/2001,20.34,57.1,9.97,2.57,0.1,24.78,96.35
5/20/2001,21.65,54.36,9.94,3.11,0,30.08,96.37
5/21/2001,20.94,56.39,10.5,3.19,0.02,26.89,96.34
5/22/2001,20.87,59.3,11.29,3.76,0.04,28.8,96.47
5/23/2001,21.71,52.82,9.26,4.14,0,30.86,96.56
5/24/2001,22.56,47.91,8.16,3.58,0,30.99,96.6
5/25/2001,25.21,38.45,7.18,3.01,0,31.26,96.35
5/26/2001,28.2,30.54,5.85,2.6,0,30.96,96.09
5/27/2001,32.02,18.3,2.36,2.06,0,29.49,96.2
5/28/2001,33.71,16.08,2.75,2.6,0,25.56,96.48
5/29/2001,32.91,20.17,4.97,3.1,0,27.58,96.43
5/30/2001,28.37,22.41,2.18,2.96,0,31.23,96.26
5/31/2001,28.73,17,-1.84,2.38,0,31.17,96.28
6/1/2001,30.84,13.52,-2.33,2.98,0,30.24,96.44
6/2/2001,31.51,13.68,-2.43,2.73,0,30.83,96.55
6/3/2001,30.15,23.87,3.02,2.75,0,31.26,96.69
6/4/2001,29.65,29.99,7.84,3.02,0,29.96,96.79
6/5/2001,30.32,29.51,7.93,3.1,0.03,28.94,96.67
6/6/2001,33.01,24.94,6.57,2.51,0,28.46,96.4
6/7/2001,32.09,27.41,8.38,1.58,0.04,27.5,96.22
6/8/2001,28.29,38.62,11.72,3.35,0.02,29.17,96.25
6/9/2001,24.72,43.9,9.28,3.47,0,31.61,96.41
6/10/2001,21.91,54.27,11.31,4.18,0.08,30.34,96.47
6/11/2001,22.24,45.03,6.16,4.87,0,31.76,96.3
6/12/2001,24.13,45.38,8.27,2.65,0.02,31.18,96.23
6/13/2001,27.32,38.83,9.3,3.11,0,30.78,96.29
6/14/2001,27.87,37.67,9.52,3.2,0,31.34,96.32
6/15/2001,25.66,44.75,11.41,4.02,0,30.92,96.59
6/16/2001,23.15,45.13,8.6,4.91,0,31.78,96.67
6/17/2001,23.51,44.56,8.4,5.14,0,31.81,96.43
6/18/2001,26.1,41.11,9.12,3.23,0,32.06,96.01
6/19/2001,25.91,41.17,9.46,3.22,0,31.21,96.14
6/20/2001,26.6,38.26,9.17,2.79,0,31.8,96.36
6/21/2001,27.41,42.42,10.81,3.19,0,30.69,96.31
6/22/2001,27.87,40.77,11.66,3.37,0,27.41,96.18
6/23/2001,28.67,39.48,11.18,3.43,0,27.85,96.12
6/24/2001,26.99,46.16,12.25,3.15,0,28.68,96.53
6/25/2001,27.77,46.52,12.91,2.89,0,27.07,96.81
6/26/2001,26.08,48.36,12.97,3.6,0,28.26,96.9
6/27/2001,23.91,48.15,9.73,4.72,0,31.75,96.86
6/28/2001,24.84,45.55,9.41,4.65,0,31.84,96.6
6/29/2001,25.86,44.57,9.89,3.01,0,31.19,96.5
6/30/2001,28.21,44.81,11.24,2.22,0,29.01,96.49
7/1/2001,30.1,31.92,8.22,2.31,0,27.25,96.6
7/2/2001,28.72,32.99,8.24,2.79,0,29.6,96.85
7/3/2001,25.98,49.93,12.1,3.54,0,30.25,96.62
7/4/2001,24.64,52.4,12.54,4.3,0,30.28,96.15
7/5/2001,22.93,52.32,11.38,4.26,0,28.52,96.2
7/6/2001,22.79,48.39,9.56,3.28,0,31.08,96.5
7/7/2001,24.13,46.28,9.7,3.12,0,28.29,96.67
7/8/2001,24.49,52.15,12.02,3.82,0,31.06,96.69
7/9/2001,23.77,48.52,10.31,4.2,0,31.18,96.5
7/10/2001,26.13,44.65,9.94,3.51,0,31.27,96.28
7/11/2001,29.22,40.55,11.44,2.6,0,29.59,96.53
7/12/2001,31.29,31.4,10.04,2.28,0,29.04,96.63
7/13/2001,32.47,26.89,8.27,2.8,0,29.04,96.44
7/14/2001,28.13,39.7,9.99,3.78,0,28.71,96.44
7/15/2001,25.94,45.19,10.71,4.13,0,30.34,96.47
7/16/2001,26.4,43.94,10.12,4.2,0,29.15,96.34
7/17/2001,27.94,35.49,7.93,3.57,0,28.56,96.42
7/18/2001,26.05,46.12,11.16,4.35,0,29.19,96.48
7/19/2001,23.46,45.65,8.42,5.37,0,30.24,96.44
7/20/2001,26.22,37.77,6.79,3.9,0,26.93,96.1
7/21/2001,31.78,30.35,8.96,2.49,0,25.14,95.97
7/22/2001,32.27,33.97,11.44,2.58,0,26.06,96.1
7/23/2001,29.87,40.23,13.59,2.96,0,26.53,96.3
7/24/2001,28.22,43.25,12.42,3.1,0,26.23,96.46
7/25/2001,28.61,37.26,9.47,3.17,0,28.29,96.47
7/26/2001,27.81,39.01,9.62,2.97,0,28.35,96.48
7/27/2001,27.23,41.73,11.05,3.51,0,26.98,96.44
7/28/2001,25.72,47.74,11.93,3.59,0,26.77,96.5
7/29/2001,24.17,53.56,12.66,3.74,0,27.97,96.44
7/30/2001,24.12,50.98,11.15,3.78,0,29.73,96.43
7/31/2001,26.59,44.22,11.25,3.2,0,27.51,96.42
8/1/2001,30.32,35.27,12.08,2.58,0,23.23,96.7
8/2/2001,28.36,43.87,13.65,3.18,0,25.44,96.63
8/3/2001,27.56,46.95,13.17,3.99,0,27.59,96.46
8/4/2001,30.82,37.21,11.6,3.53,0,26.9,96.45
8/5/2001,33.43,25.37,8.94,2.91,0,24.96,96.57
8/6/2001,33.58,23.2,6.73,2.43,0,24.97,96.65
8/7/2001,31.32,28.83,8.1,2.5,0,28.07,96.52
8/8/2001,29.46,34.97,9.54,3.07,0,29.12,96.36
8/9/2001,27.89,42.74,12.08,3.68,0,27.25,96.44
8/10/2001,29.14,42.06,12.98,3.42,0,24.56,96.54
8/11/2001,30.42,39.03,12.54,3.24,0.02,23.3,96.58
8/12/2001,31.67,40.69,14.36,2.15,0,21.9,96.48
8/13/2001,28,50.58,15.11,3.39,0,26.4,96.34
8/14/2001,27.36,51.84,15.07,3.84,0,25.31,96.29
8/15/2001,26.75,47.28,12.26,3.32,0,27.38,96.67
8/16/2001,25.96,49.14,12.32,3.79,0,27.93,96.76
8/17/2001,24.31,52.19,12.42,4.53,0,28.16,96.61
8/18/2001,23.52,52.89,11.72,4.71,0,27.79,96.35
8/19/2001,25.16,56.02,14.12,4.47,0,27.94,96.27
8/20/2001,26.35,48.9,12.13,3.54,0,27.96,96.31
8/21/2001,28.04,45.56,13.01,2.85,0,24.86,96.52
8/22/2001,29.86,39.32,12.03,2.4,0,22.85,96.58
8/23/2001,29.9,38.6,12.31,2.44,0.41,26.5,96.42
8/24/2001,28.17,45.7,14.43,3.12,1.64,22.77,96.26
8/25/2001,26.21,58.95,16.48,3.58,4.58,22.27,96.32
8/26/2001,25.67,53.44,13.57,2.94,0,27.3,96.39
8/27/2001,25.75,50.62,12.25,2.97,0,26.87,96.4
8/28/2001,25.59,52.97,13.35,2.78,0,25.39,96.51
8/29/2001,26.29,52.38,13.98,2.68,0,25.58,96.57
8/30/2001,24.8,54.31,12.72,3.21,0,27.34,96.61
8/31/2001,24.13,55.36,12.59,3.49,0.12,26.95,96.42
9/1/2001,24.47,58.31,13.92,3.69,0.03,26.2,96.19
9/2/2001,23.98,57.54,13.73,3.3,0.11,23.63,96.06
9/3/2001,23.87,59,14.13,3.48,0,25.73,96.14
9/4/2001,25.7,55.89,14.13,2.89,0,25.39,96.47
9/5/2001,25.64,54.6,13.46,2.65,0,22.04,96.66
9/6/2001,24.54,56.84,13.74,3.07,0,24.71,96.57
9/7/2001,24.8,53.69,12.73,2.94,0,25.62,96.4
9/8/2001,25.42,52.72,12.29,2.42,0,25.36,96.33
9/9/2001,25.5,54.98,13.64,2.38,0,24.96,96.44
9/10/2001,24.42,53.02,12.02,2.2,0,24.5,96.53
9/11/2001,24.73,51.06,11.5,2.38,0,24.09,96.63
9/12/2001,23.82,52.27,11.19,3.29,0,24.74,96.73
9/13/2001,22.62,61.26,13.45,3.6,0,24.64,96.62
9/14/2001,22.55,60.58,13.61,3.82,0,21.02,96.21
9/15/2001,23.96,60.95,14.45,3.22,0,23.83,96.06
9/16/2001,24.33,62.82,15.09,2.89,0,22.67,96.54
9/17/2001,23.66,61.45,14.3,2.58,0.03,21.62,96.41
9/18/2001,22.94,64.85,14.89,2.78,0.31,18.88,96.17
9/19/2001,22.72,62.84,13.84,2.97,0.35,21.23,96.15
9/20/2001,22.55,58.66,12.57,2.32,0.2,23.11,96.27
9/21/2001,21.73,66.4,14.23,3.72,0.9,21.18,96.35
9/22/2001,21.96,68.37,15.35,5.2,1.75,16.15,96.2
9/23/2001,20.97,63.56,12.74,2.79,0.09,23.27,96.45
9/24/2001,21.52,59.36,11.72,2.6,0,23.02,96.61
9/25/2001,21.42,60.71,12.2,3.07,0,22.54,96.68
9/26/2001,21.19,60.07,11.98,2.41,0,21.47,96.6
9/27/2001,20.95,57.71,10.87,1.91,0,22.86,96.45
9/28/2001,21.23,58.66,12.17,3.49,0.17,21.2,96.43
9/29/2001,21.45,64.97,13.31,2.12,0.36,20.65,96.54
9/30/2001,23.06,65.68,15.17,2.17,0.31,20.64,96.66
10/1/2001,24.88,56.02,12.81,2.42,0,22.22,96.63
10/2/2001,25.75,50.15,12.06,2.45,0,21.37,96.47
10/3/2001,24.39,57.03,13.59,3.16,0,18.04,96.33
10/4/2001,24.3,60.41,14.6,2.9,0,19.23,96.34
10/5/2001,23.15,65.05,15.17,2.85,0,13.34,96.65
10/6/2001,21.85,62.52,13.18,2.25,0,17.28,96.83
10/7/2001,22.53,60.28,13.67,2.89,0,21.29,96.79
10/8/2001,20.99,61.59,11.99,3.96,0,20.94,96.54
10/9/2001,19.54,62.5,11.43,4.14,0.27,19.07,96.41
10/10/2001,16.9,58.53,7.79,2.31,0.26,18.8,96.08
10/11/2001,18.16,51.51,6.63,3.25,0.36,16.26,96.2
10/12/2001,19.1,56.51,8.72,3.21,0.06,19.67,96.73
10/13/2001,20.15,56.62,9.16,1.97,0,21.12,96.93
10/14/2001,22.32,42.7,5.65,2.06,0,18.06,96.85
10/15/2001,22.76,52.44,11.34,2.2,0,15.37,96.85
10/16/2001,24.59,42.53,9.99,1.47,0,11.99,96.79
10/17/2001,24.77,43.54,10.12,2.91,0,13.98,96.69
10/18/2001,23.29,50.38,10.83,2.74,0,17.72,96.59
10/19/2001,21.89,54.98,11.13,4.41,0.01,17.96,96.31
10/20/2001,20.46,66.86,13.14,3.29,0.01,19.43,96.48
10/21/2001,20.95,61.08,10.99,1.84,0,18.91,96.56
10/22/2001,21.76,60.5,12.9,2.11,0,16.88,96.63
10/23/2001,24.98,44.89,10.34,1.93,0,16.03,96.86
10/24/2001,25.8,35.38,7.24,1.72,0,15.44,97.05
10/25/2001,26.33,29.33,4.76,1.75,0,17.1,96.92
10/26/2001,24.29,39.35,8.35,2.48,0,15.16,96.93
10/27/2001,25.98,34.69,7.41,2.88,0,12.37,96.7
10/28/2001,26.64,18.84,-0.47,3.19,0,10.23,96.58
10/29/2001,26.02,18.45,-1.07,3.36,0,15.15,96.79
10/30/2001,25.58,16.7,-2.06,2.77,0,13.81,96.73
10/31/2001,23.68,19.2,-1.48,1.99,0,10.84,96.74
11/1/2001,22.85,26.33,1.24,2.69,0,16.67,96.84
11/2/2001,23.72,24.54,1.34,1.74,0,11.49,96.95
11/3/2001,21.87,36.93,5.8,2.59,0.19,4.87,97.04
11/4/2001,21.34,52.16,9.95,2.67,1.39,8.66,96.71
11/5/2001,19.59,59.3,10.56,1.7,0.35,8.89,96.58
11/6/2001,21,42.96,6.07,2.79,0.09,14.25,96.42
11/7/2001,21.24,40.07,4.69,2.47,0,14.74,96.61
11/8/2001,22.49,47.21,9.68,2.26,0.01,10.68,96.71
11/9/2001,17.16,66.94,10.43,4.23,1.94,11.21,96.35
11/10/2001,10.34,48.7,-0.48,4.54,0.87,14.21,96.23
11/11/2001,8.93,59.81,0.92,1.14,0.45,12.95,96.4
11/12/2001,11.16,57.07,2.79,1.52,0.03,16.36,97.05
11/13/2001,13.51,60.35,5.25,1.74,0.01,16.08,96.82
11/14/2001,12.92,66.04,5.67,3.04,0,16.15,96.47
11/15/2001,10.7,61.38,2.07,2.84,0,16.3,96.5
11/16/2001,9.41,57.99,0.17,2.06,0,16.23,96.68
11/17/2001,10.86,61.27,2.7,1.8,0,16.1,96.84
11/18/2001,13.88,56.87,4.46,2.22,0,12.41,96.7
11/19/2001,16.93,55.78,7.02,2.06,0,10.85,96.52
11/20/2001,16.48,59.76,7.74,2.61,0,10.17,96.34
11/21/2001,18.14,60,8.95,1.38,0.55,6.19,96.17
11/22/2001,17.78,60.01,8.86,1.44,0.26,6.65,96.09
11/23/2001,15.9,70.57,9.76,1.23,0.27,10.91,96.09
11/24/2001,17.14,53.88,6.35,1.44,0.04,12.78,96.28
11/25/2001,15.91,58.82,6.89,1.88,0.01,13.5,96.5
11/26/2001,14.59,66.54,7.41,1.31,0.01,14.45,96.56
11/27/2001,12.25,82.06,9.04,1.67,5.3,8.05,96.53
11/28/2001,13.7,72.63,7.9,2.81,1.06,14.42,96.92
11/29/2001,14.17,56.45,4.28,1.64,0,14.37,97.15
11/30/2001,15.17,49.25,3.53,1.72,0,14.14,97.17
12/1/2001,15.15,50.42,3.34,1.82,0,13.8,96.95
12/2/2001,15.84,41.87,1.78,1.37,0,13.52,96.58
12/3/2001,15.14,51.82,4.36,1.54,0,12.69,96.77
12/4/2001,15.2,40.96,0.6,1.52,0,11.97,97.13
12/5/2001,15.52,41.41,1.71,1.59,0,6.9,97.31
12/6/2001,16.07,44.68,3.14,1.24,0,11.4,97.32
12/7/2001,16.44,49.88,5.05,1.38,0,12.53,96.96
12/8/2001,16.04,42.38,2.26,1.86,0,12.54,96.51
12/9/2001,16.49,46.16,4.27,2.39,3.49,5.84,96.45
12/10/2001,15.83,61.92,8.31,2.35,2.8,9.22,96.68
12/11/2001,15.04,68.77,9.07,3.34,18.79,4.53,96.56
12/12/2001,13.63,79.98,9.89,3.27,2.57,9.69,96.38
12/13/2001,13.14,73.95,8.14,1.39,0.11,12.27,96.63
12/14/2001,14.13,68.3,7.92,1.06,0,12.66,96.66
12/15/2001,14.81,66.28,7.73,1.21,0,12.83,96.64
12/16/2001,15.03,63.95,7.92,1.72,0.16,11.65,96.52
12/17/2001,14.74,77.36,10.62,3.4,15.97,10.06,96.3
12/18/2001,14.2,81.38,10.76,3.61,7.19,9.39,96.28
12/19/2001,13.08,76.8,8.64,0.98,0.35,12.98,96.47
12/20/2001,13.6,60.1,5.56,1.48,0,12.07,96.37
12/21/2001,16.23,51.4,5.43,2.46,0,10.67,96.2
12/22/2001,16.53,53.87,6.36,2.46,0,10.44,96.21
12/23/2001,16.69,70.04,11.05,4.28,7.39,5.49,96.03
12/24/2001,16.44,81.86,13.08,3.78,14.42,7.58,96.03
12/25/2001,14.73,83.91,11.78,3.22,5.25,10.21,96.48
12/26/2001,13.67,81.36,10.22,1.21,0.35,9.91,96.68
12/27/2001,11.5,72.79,6.2,2.39,0,13.14,96.87
12/28/2001,14.94,52.23,4.57,1.68,0,13.13,97.05
12/29/2001,16.79,55.88,7.32,1.84,0,9.88,96.9
12/30/2001,16.08,60.45,8.06,1.16,0,9.44,96.44
12/31/2001,15.54,51.74,5.41,1.92,0,5.97,96.26
1/1/2002,15.71,42.51,2.53,2.48,0.19,4.67,96.4
1/2/2002,14.92,53.91,4.42,2.01,0,12.78,96.86
1/3/2002,14.51,67.72,7.99,1.45,0,11.52,97.03
1/4/2002,14.71,58.6,5.77,1.44,0,13.27,96.74
1/5/2002,15.14,45.24,3.07,1.93,0,7.87,96.57
1/6/2002,14.18,65.26,6.91,2.95,0,10.6,96.67
1/7/2002,12.63,63.37,5.22,2.12,0,12.89,96.51
1/8/2002,11.9,59.63,3.56,1.6,0,13.63,96.66
1/9/2002,13.85,50.39,3.1,1.63,0,8.35,97.08
1/10/2002,15.45,50.9,4.91,2.06,0,8.17,97.47
1/11/2002,14.94,61.11,7.06,1.31,0.08,4.45,97.68
1/12/2002,15.52,51.81,4.84,1.39,0,8.14,97.59
1/13/2002,15.81,56.99,6.34,1.54,0,13.91,97.56
1/14/2002,15.02,63.53,7.25,1.7,0,13.69,97.37
1/15/2002,12.41,73.17,7.05,1.83,0,14.15,97.15
1/16/2002,11.43,69.87,5.25,2.15,0,14.54,97.04
1/17/2002,10.37,71.24,4.65,1.36,0,14.29,97
1/18/2002,11.17,71.51,5.32,1.73,0,14.6,97.21
1/19/2002,11.71,71.21,6.07,1.85,0,14.96,97.18
1/20/2002,12.52,56.18,3.04,1.83,0,10.46,97.41
1/21/2002,12.61,49.87,1.25,2.04,0,14.07,97.58
1/22/2002,13.12,48.2,1.17,1.63,0,15.13,97.46
1/23/2002,12.47,49.28,0.18,2.33,0,15.27,97.31
1/24/2002,13.43,47.95,1.06,1.39,0,15.15,97.33
1/25/2002,14.67,49.39,3.05,1.68,0,15.48,97.5
1/26/2002,14.53,49.42,2.43,1.33,0,15.54,97.53
1/27/2002,16.73,38.72,1.01,1.3,0,15.91,97.42
1/28/2002,16.56,41.43,2.23,1.55,0,13.85,97.38
1/29/2002,15.05,44.38,2.07,1.91,0,12.12,97.44
1/30/2002,13.66,46.28,0.63,1.99,0,14.41,97.55
1/31/2002,13.53,49.45,1.52,2.34,0,15.9,97.59
2/1/2002,15.45,38.11,-1.09,1.62,0,15.25,97.35
2/2/2002,16.22,33.1,-1.56,1.95,0,14.63,97.26
2/3/2002,14.9,49.05,2.1,2.11,0,15.53,97.41
2/4/2002,14.48,61.66,6.01,2.2,0,16.4,97.55
2/5/2002,14.65,65.14,6.98,2.33,0,16.81,97.55
2/6/2002,13.96,72.84,8.42,3.08,0.01,16.33,97.5
2/7/2002,12.36,62.64,4.04,4.05,0,16.56,97.38
2/8/2002,14.89,55.37,4.71,1.65,0,17.32,97.13
2/9/2002,16.15,52.54,5.09,2.46,0,16.89,97.24
2/10/2002,16.01,55.57,5.62,1.4,0,16.55,97.29
2/11/2002,16.24,52.69,5.21,1.09,0,17.46,97.06
2/12/2002,16.45,40.02,0.35,2,0,16.28,96.98
2/13/2002,17.09,31.38,-1.84,1.54,0,17.65,96.77
2/14/2002,15.16,52.92,4.82,3.06,0,16.58,96.62
2/15/2002,13.83,69.88,7.38,1.48,0,18.3,96.52
2/16/2002,14.74,70.05,8.37,2.81,3.74,15.51,96.03
2/17/2002,13.04,71.08,6.82,3.98,1.65,14.69,96.19
2/18/2002,13,79.42,8.99,2.62,1.22,12.84,96.55
2/19/2002,13.58,69.72,6.95,2.44,0.07,15.86,96.96
2/20/2002,13.01,65.66,5.1,2.4,0,18.65,97.18
2/21/2002,12.47,58.38,2.76,2.44,0,19.81,97.07
2/22/2002,14.43,50.94,1.65,2.2,0,19.78,96.84
2/23/2002,15.46,52.59,4.12,1.67,0,19.5,96.86
2/24/2002,16.45,43.9,2,1.56,0,19.8,97.05
2/25/2002,16.62,38.76,-0.17,1.66,0,20.29,96.98
2/26/2002,16.89,33.32,-2.01,1.49,0,20.69,96.95
2/27/2002,16.06,48.41,3.23,2,0,17.74,96.93
2/28/2002,15.09,68.53,7.96,2.24,0,17.54,96.59
3/1/2002,12.64,76.99,7.96,2.58,5.56,19.03,96.18
3/2/2002,12.46,63.3,4.21,2.31,0.67,21.16,95.95
3/3/2002,11.91,65.36,5.07,4.13,2.49,13.63,95.95
3/4/2002,10.46,78.39,6.59,3.28,8.39,14.37,96.09
3/5/2002,10.58,76.29,6.19,3.57,6.43,16.77,96.39
3/6/2002,11.24,76.45,6.56,2.03,0.32,15.43,96.69
3/7/2002,12.11,69.75,5.82,2.2,0.02,17.53,96.62
3/8/2002,12.15,66.55,4.44,2.67,0,21.85,96.56
3/9/2002,13.24,55.62,2.6,1.65,0,22.69,96.71
3/10/2002,15.97,46.22,3.19,1.93,0,22.26,96.72
3/11/2002,18.18,36.24,0.74,2.56,0,22.3,96.36
3/12/2002,16.78,49.56,4.32,3.45,0.38,18.61,96.07
3/13/2002,12.75,67.26,5.67,3.65,2.82,19.97,96.28
3/14/2002,11.94,70.06,5.99,2.78,1.02,21.91,96.59
3/15/2002,13.78,65.5,5.81,3.04,3.56,23.46,96.45
3/16/2002,9.82,83.54,7.06,3.84,18.29,15.69,96.62
3/17/2002,12.47,66.27,4.67,1.41,0,24.19,97
3/18/2002,15.04,56.22,4.64,1.82,0,24.08,97.07
3/19/2002,18.75,46.75,4.83,1.18,0,24.29,97.13
3/20/2002,20.78,42.91,5.6,1.95,0,24.2,97.27
3/21/2002,21.97,42.21,6.6,2.34,0,24.34,97.24
3/22/2002,22.8,37.96,5.21,1.61,0,24.92,96.97
3/23/2002,22.92,34.19,4.11,1.8,0,24.9,96.72
3/24/2002,22.7,34.82,3.59,1.74,0,23.39,96.45
3/25/2002,23.53,39.63,7.09,1.8,0,23.68,96.15
3/26/2002,24.09,35.89,5.66,1.61,0,23.82,95.96
3/27/2002,21.11,41.31,5.36,2.7,1.79,20.37,95.5
3/28/2002,15.71,74.32,10.76,3.57,13.63,14.58,95.5
3/29/2002,16.55,65.34,8.84,2.94,0.8,24.91,96.25
3/30/2002,20.84,46.99,5.8,2.73,0,24.06,96.18
3/31/2002,18.73,60.67,10.26,1.98,0.66,13.93,96.17
4/1/2002,15.07,75.39,10.4,2.51,9.33,10.34,95.75
4/2/2002,14.6,77.78,10.3,2.9,5.15,13.54,96.32
4/3/2002,14.09,76.05,9.64,3.24,5.25,21.5,96.85
4/4/2002,14.41,66.21,7.13,3.29,0.02,23.98,96.6
4/5/2002,15.93,66.99,8.27,2.51,0.04,25.77,96
4/6/2002,14.16,74.13,9.08,3.68,2.12,14.54,95.69
4/7/2002,12.09,73.53,7.03,3.96,3.39,18.3,95.5
4/8/2002,14.24,62.28,6.09,3.09,0.88,24.43,95.65
